,medal_type,medal_code,medal_date,athlete_short_name,athlete_name,country_code,discipline_code
1818,Bronze Medal,3,2021-08-07 00:00:00.0,SEIDEL M,SEIDEL Molly,USA,ATH
1819,Gold Medal,1,2021-08-07 00:00:00.0,SAKAMOTO H,SAKAMOTO Hayato,JPN,BSB
1820,Gold Medal,1,2021-08-07 00:00:00.0,YAMASAKI Y,YAMASAKI Yasuaki,JPN,BSB
1821,Gold Medal,1,2021-08-07 00:00:00.0,IWAZAKI S,IWAZAKI Suguru,JPN,BSB
1822,Gold Medal,1,2021-08-07 00:00:00.0,UMENO R,UMENO Ryutaro,JPN,BSB
1823,Gold Medal,1,2021-08-07 00:00:00.0,MORISHITA M,MORISHITA Masato,JPN,BSB
1824,Gold Medal,1,2021-08-07 00:00:00.0,KIKUCHI R,KIKUCHI Ryosuke,JPN,BSB
1825,Gold Medal,1,2021-08-07 00:00:00.0,SUZUKI S,SUZUKI Seiya,JPN,BSB
1826,Gold Medal,1,2021-08-07 00:00:00.0,OHNO Y,OHNO Yudai,JPN,BSB
1827,Gold Medal,1,2021-08-07 00:00:00.0,YAMADA T,YAMADA Tetsuto,JPN,BSB
1828,Gold Medal,1,2021-08-07 00:00:00.0,MURAKAMI M,MURAKAMI Munetaka,JPN,BSB
1829,Gold Medal,1,2021-08-07 00:00:00.0,GENDA S,GENDA Sosuke,JPN,BSB
1830,Gold Medal,1,2021-08-07 00:00:00.0,TAIRA K,TAIRA Kaima,JPN,BSB
1831,Gold Medal,1,2021-08-07 00:00:00.0,SENGA K,SENGA Koudai,JPN,BSB
1832,Gold Medal,1,2021-08-07 00:00:00.0,KAI T,KAI Takuya,JPN,BSB
1833,Gold Medal,1,2021-08-07 00:00:00.0,YANAGITA Y,YANAGITA Yuki,JPN,BSB
1834,Gold Medal,1,2021-08-07 00:00:00.0,KONDOH K,KONDOH Kensuke,JPN,BSB
1835,Gold Medal,1,2021-08-07 00:00:00.0,ASAMURA H,ASAMURA Hideto,JPN,BSB
1836,Gold Medal,1,2021-08-07 00:00:00.0,YAMAMOTO Y,YAMAMOTO Yoshinobu,JPN,BSB
1837,Gold Medal,1,2021-08-07 00:00:00.0,YOSHIDA M,YOSHIDA Masataka,JPN,BSB
1838,Gold Medal,1,2021-08-07 00:00:00.0,AOYAGI K,AOYAGI Koyo,JPN,BSB
1839,Gold Medal,1,2021-08-07 00:00:00.0,KURIBAYASHI R,KURIBAYASHI Ryoji,JPN,BSB
1840,Gold Medal,1,2021-08-07 00:00:00.0,KURIHARA R,KURIHARA Ryoya,JPN,BSB
1841,Gold Medal,1,2021-08-07 00:00:00.0,ITOH H,ITOH Hiromi,JPN,BSB
1842,Gold Medal,1,2021-08-07 00:00:00.0,TANAKA M,TANAKA Masahiro,JPN,BSB
1843,Silver Medal,2,2021-08-07 00:00:00.0,CARTER A,CARTER Anthony,USA,BSB
1844,Silver Medal,2,2021-08-07 00:00:00.0,DICKSON B,DICKSON Brandon,USA,BSB
1845,Silver Medal,2,2021-08-07 00:00:00.0,ROBERTSON D,ROBERTSON David,USA,BSB
1846,Silver Medal,2,2021-08-07 00:00:00.0,ALVAREZ E,ALVAREZ Eddy,USA,BSB
1847,Silver Medal,2,2021-08-07 00:00:00.0,JACKSON JR E,JACKSON JR Edwin,USA,BSB
1848,Silver Medal,2,2021-08-07 00:00:00.0,MARTINEZ N,MARTINEZ Nick,USA,BSB
1849,Silver Medal,2,2021-08-07 00:00:00.0,FRAZIER T,FRAZIER Todd,USA,BSB
1850,Silver Medal,2,2021-08-07 00:00:00.0,CASAS T,CASAS Triston,USA,BSB
1851,Silver Medal,2,2021-08-07 00:00:00.0,FILIA E,FILIA Eric,USA,BSB
1852,Silver Medal,2,2021-08-07 00:00:00.0,FEDEROWICZ T,FEDEROWICZ Tim,USA,BSB
1853,Silver Medal,2,2021-08-07 00:00:00.0,ALLEN N,ALLEN Nick,USA,BSB
1854,Silver Medal,2,2021-08-07 00:00:00.0,WESTBROOK J,WESTBROOK Jamie,USA,BSB
1855,Silver Medal,2,2021-08-07 00:00:00.0,KOLOZSVARY M,KOLOZSVARY Mark,USA,BSB
1856,Silver Medal,2,2021-08-07 00:00:00.0,AUSTIN T,AUSTIN Tyler,USA,BSB
1857,Silver Medal,2,2021-08-07 00:00:00.0,WOODS RICHARDSON S,WOODS RICHARDSON Simeon,USA,BSB
1858,Silver Medal,2,2021-08-07 00:00:00.0,RYAN J,RYAN Joe,USA,BSB
1859,Silver Medal,2,2021-08-07 00:00:00.0,BAZ S,BAZ Shane,USA,BSB
1860,Silver Medal,2,2021-08-07 00:00:00.0,STARLING B,STARLING Bubba,USA,BSB
1861,Silver Medal,2,2021-08-07 00:00:00.0,LOPEZ J,LOPEZ Jack,USA,BSB
1862,Silver Medal,2,2021-08-07 00:00:00.0,GOSE A,GOSE Anthony,USA,BSB
1863,Silver Medal,2,2021-08-07 00:00:00.0,KAZMIR S,KAZMIR Scott,USA,BSB
1864,Silver Medal,2,2021-08-07 00:00:00.0,McGOUGH S,McGOUGH Scott,USA,BSB
1865,Silver Medal,2,2021-08-07 00:00:00.0,KIVLEHAN P,KIVLEHAN Patrick,USA,BSB
1866,Silver Medal,2,2021-08-07 00:00:00.0,RYAN R,RYAN Ryder,USA,BSB
1867,Bronze Medal,3,2021-08-07 00:00:00.0,GARCIA J,GARCIA Junior,DOM,BSB
1868,Bronze Medal,3,2021-08-07 00:00:00.0,CASTILLO L,CASTILLO Luis,DOM,BSB
1869,Bronze Medal,3,2021-08-07 00:00:00.0,MIESES J,MIESES Johan,DOM,BSB
1870,Bronze Medal,3,2021-08-07 00:00:00.0,RODRIGUEZ J,RODRIGUEZ Julio,DOM,BSB
1871,Bronze Medal,3,2021-08-07 00:00:00.0,ROSSO R,ROSSO Ramon,DOM,BSB
1872,Bronze Medal,3,2021-08-07 00:00:00.0,VALDES R,VALDES Raul,DOM,BSB
1873,Bronze Medal,3,2021-08-07 00:00:00.0,BALDWIN R,BALDWIN Roldani,DOM,BSB
1874,Bronze Medal,3,2021-08-07 00:00:00.0,SANCHEZ A,SANCHEZ Angel,DOM,BSB
1875,Bronze Medal,3,2021-08-07 00:00:00.0,MERCEDES C,MERCEDES Cristopher,DOM,BSB
1876,Bronze Medal,3,2021-08-07 00:00:00.0,ALVAREZ D,ALVAREZ Dario,DOM,BSB
1877,Bronze Medal,3,2021-08-07 00:00:00.0,ARIAS G,ARIAS Gabriel,DOM,BSB
1878,Bronze Medal,3,2021-08-07 00:00:00.0,ASENCIO J,ASENCIO Jairo,DOM,BSB
1879,Bronze Medal,3,2021-08-07 00:00:00.0,CABRERA M,CABRERA Melky,DOM,BSB
1880,Bronze Medal,3,2021-08-07 00:00:00.0,PEREZ Y,PEREZ Yefri,DOM,BSB
1881,Bronze Medal,3,2021-08-07 00:00:00.0,MARINEZ J,MARINEZ Jhan,DOM,BSB
1882,Bronze Medal,3,2021-08-07 00:00:00.0,NUNEZ G,NUNEZ Gustavo,DOM,BSB
1883,Bronze Medal,3,2021-08-07 00:00:00.0,VALERIO C,VALERIO Charlie,DOM,BSB
1884,Bronze Medal,3,2021-08-07 00:00:00.0,GUZMAN J,GUZMAN Jeison,DOM,BSB
1885,Bronze Medal,3,2021-08-07 00:00:00.0,MEJIA E,MEJIA Erick,DOM,BSB
1886,Bronze Medal,3,2021-08-07 00:00:00.0,REYES D,REYES Denyi,DOM,BSB
1887,Bronze Medal,3,2021-08-07 00:00:00.0,BAUTISTA J,BAUTISTA Jose,DOM,BSB
1888,Bronze Medal,3,2021-08-07 00:00:00.0,BONIFACIO E,BONIFACIO Emilio,DOM,BSB
1889,Bronze Medal,3,2021-08-07 00:00:00.0,DIAZ J,DIAZ Jose,DOM,BSB
1890,Bronze Medal,3,2021-08-07 00:00:00.0,FRANCISCO J,FRANCISCO Juan,DOM,BSB
1891,Gold Medal,1,2021-08-07 00:00:00.0,MCGEE J,MCGEE Javale,USA,BKB
1892,Gold Medal,1,2021-08-07 00:00:00.0,MIDDLETON K,MIDDLETON Khris,USA,BKB
1893,Gold Medal,1,2021-08-07 00:00:00.0,TATUM J,TATUM Jayson,USA,BKB
1894,Gold Medal,1,2021-08-07 00:00:00.0,DURANT K,DURANT Kevin,USA,BKB
1895,Gold Medal,1,2021-08-07 00:00:00.0,BOOKER D,BOOKER Devin,USA,BKB
1896,Gold Medal,1,2021-08-07 00:00:00.0,GREEN D,GREEN Draymond,USA,BKB
1897,Gold Medal,1,2021-08-07 00:00:00.0,LILLARD D,LILLARD Damian,USA,BKB
1898,Gold Medal,1,2021-08-07 00:00:00.0,GRANT J,GRANT Jerami,USA,BKB
1899,Gold Medal,1,2021-08-07 00:00:00.0,LAVINE Z,LAVINE Zach,USA,BKB
1900,Gold Medal,1,2021-08-07 00:00:00.0,HOLIDAY J,HOLIDAY Jrue,USA,BKB
1901,Gold Medal,1,2021-08-07 00:00:00.0,JOHNSON K,JOHNSON Keldon,USA,BKB
1902,Gold Medal,1,2021-08-07 00:00:00.0,ADEBAYO B,ADEBAYO Bam,USA,BKB
1903,Silver Medal,2,2021-08-07 00:00:00.0,CORNELIE P,CORNELIE Petr,FRA,BKB
1904,Silver Medal,2,2021-08-07 00:00:00.0,ALBICY A,ALBICY Andrew,FRA,BKB
1905,Silver Medal,2,2021-08-07 00:00:00.0,HEURTEL T,HEURTEL Thomas,FRA,BKB
1906,Silver Medal,2,2021-08-07 00:00:00.0,NTILIKINA F,NTILIKINA Frank,FRA,BKB
1907,Silver Medal,2,2021-08-07 00:00:00.0,de COLO N,de COLO Nando,FRA,BKB
1908,Silver Medal,2,2021-08-07 00:00:00.0,FOURNIER E,FOURNIER Evan,FRA,BKB
1909,Silver Medal,2,2021-08-07 00:00:00.0,BATUM N,BATUM Nicolas,FRA,BKB
1910,Silver Medal,2,2021-08-07 00:00:00.0,LUWAWU CABARROT T,LUWAWU CABARROT Timothe,FRA,BKB
1911,Silver Medal,2,2021-08-07 00:00:00.0,YABUSELE G,YABUSELE Guerschon,FRA,BKB
1912,Silver Medal,2,2021-08-07 00:00:00.0,FALL M,FALL Moustapha,FRA,BKB
1913,Silver Medal,2,2021-08-07 00:00:00.0,GOBERT R,GOBERT Rudy,FRA,BKB
1914,Silver Medal,2,2021-08-07 00:00:00.0,POIRIER V,POIRIER Vincent,FRA,BKB
1915,Bronze Medal,3,2021-08-07 00:00:00.0,GREEN J,GREEN Josh,AUS,BKB
1916,Bronze Medal,3,2021-08-07 00:00:00.0,BAYNES A,BAYNES Aron,AUS,BKB
1917,Bronze Medal,3,2021-08-07 00:00:00.0,DELLAVEDOVA M,DELLAVEDOVA Matthew,AUS,BKB
1918,Bronze Medal,3,2021-08-07 00:00:00.0,EXUM D,EXUM Dante,AUS,BKB
1919,Bronze Medal,3,2021-08-07 00:00:00.0,GOULDING C,GOULDING Chris,AUS,BKB
1920,Bronze Medal,3,2021-08-07 00:00:00.0,INGLES J,INGLES Joe,AUS,BKB
1921,Bronze Medal,3,2021-08-07 00:00:00.0,KAY N,KAY Nic,AUS,BKB
1922,Bronze Medal,3,2021-08-07 00:00:00.0,LANDALE J,LANDALE Jock,AUS,BKB
1923,Bronze Medal,3,2021-08-07 00:00:00.0,MILLS P,MILLS Patty,AUS,BKB
1924,Bronze Medal,3,2021-08-07 00:00:00.0,THYBULLE M,THYBULLE Matisse,AUS,BKB
1925,Bronze Medal,3,2021-08-07 00:00:00.0,REATH D,REATH Duop Thomas,AUS,BKB
1926,Bronze Medal,3,2021-08-07 00:00:00.0,SOBEY N,SOBEY Nathan,AUS,BKB
1927,Gold Medal,1,2021-08-07 00:00:00.0,MOL AB,MOL Anders Berntsen,NOR,VBV
1928,Gold Medal,1,2021-08-07 00:00:00.0,SORUM CS,SORUM Christian Sandlie,NOR,VBV
1929,Silver Medal,2,2021-08-07 00:00:00.0,KRASILNIKOV V,KRASILNIKOV Viacheslav,ROC,VBV
1930,Silver Medal,2,2021-08-07 00:00:00.0,STOYANOVSKIY O,STOYANOVSKIY Oleg,ROC,VBV
1931,Bronze Medal,3,2021-08-07 00:00:00.0,YOUNOUSSE C,YOUNOUSSE Cherif,QAT,VBV
1932,Bronze Medal,3,2021-08-07 00:00:00.0,TIJAN A,TIJAN Ahmed,QAT,VBV
1933,Gold Medal,1,2021-08-07 00:00:00.0,YAFAI G,YAFAI Galal,GBR,BOX
1934,Silver Medal,2,2021-08-07 00:00:00.0,PAALAM C,PAALAM Carlo,PHI,BOX
1935,Gold Medal,1,2021-08-07 00:00:00.0,SOUSA H,SOUSA Hebert,BRA,BOX
1936,Silver Medal,2,2021-08-07 00:00:00.0,KHYZHNIAK O,KHYZHNIAK Oleksandr,UKR,BOX
1937,Gold Medal,1,2021-08-07 00:00:00.0,KRASTEVA SZ,KRASTEVA Stoyka Zhelyazkova,BUL,BOX
1938,Silver Medal,2,2021-08-07 00:00:00.0,CAKIROGLU BN,CAKIROGLU Buse Naz,TUR,BOX
1939,Gold Medal,1,2021-08-07 00:00:00.0,SURMENELI B,SURMENELI Busenaz,TUR,BOX
1940,Silver Medal,2,2021-08-07 00:00:00.0,GU H,GU Hong,CHN,BOX
1941,Gold Medal,1,2021-08-07 00:00:00.0,QUEIROZ dos SANTOS,QUEIROZ dos SANTOS Isaquias,BRA,CSP
1942,Silver Medal,2,2021-08-07 00:00:00.0,LIU H,LIU Hao,CHN,CSP
1943,Bronze Medal,3,2021-08-07 00:00:00.0,TARNOVSCHI S,TARNOVSCHI Serghei,MDA,CSP
1944,Gold Medal,1,2021-08-07 00:00:00.0,LEMKE M,LEMKE Max,GER,CSP
1945,Gold Medal,1,2021-08-07 00:00:00.0,LIEBSCHER T,LIEBSCHER Tom,GER,CSP
1946,Gold Medal,1,2021-08-07 00:00:00.0,RAUHE R,RAUHE Ronald,GER,CSP
1947,Gold Medal,1,2021-08-07 00:00:00.0,RENDSCHMIDT M,RENDSCHMIDT Max,GER,CSP
1948,Silver Medal,2,2021-08-07 00:00:00.0,AREVALO C,AREVALO Carlos,ESP,CSP
1949,Silver Medal,2,2021-08-07 00:00:00.0,CRAVIOTTO S,CRAVIOTTO Saul,ESP,CSP
1950,Silver Medal,2,2021-08-07 00:00:00.0,GERMADE R,GERMADE Rodrigo,ESP,CSP
1951,Silver Medal,2,2021-08-07 00:00:00.0,WALZ M,WALZ Marcus,ESP,CSP
1952,Bronze Medal,3,2021-08-07 00:00:00.0,BALAZ S,BALAZ Samuel,SVK,CSP
1953,Bronze Medal,3,2021-08-07 00:00:00.0,BOTEK A,BOTEK Adam,SVK,CSP
1954,Bronze Medal,3,2021-08-07 00:00:00.0,MYSAK D,MYSAK Denis,SVK,CSP
1955,Bronze Medal,3,2021-08-07 00:00:00.0,VLCEK E,VLCEK Erik,SVK,CSP
1956,Gold Medal,1,2021-08-07 00:00:00.0,SUN M,SUN Mengya,CHN,CSP
1957,Gold Medal,1,2021-08-07 00:00:00.0,XU S,XU Shixiao,CHN,CSP
1958,Silver Medal,2,2021-08-07 00:00:00.0,LUZAN L,LUZAN Liudmyla,UKR,CSP
1959,Silver Medal,2,2021-08-07 00:00:00.0,CHETVERIKOVA A,CHETVERIKOVA Anastasiia,UKR,CSP
1960,Bronze Medal,3,2021-08-07 00:00:00.0,VINCENT-LAPOINTE L,VINCENT-LAPOINTE Laurence,CAN,CSP
1961,Bronze Medal,3,2021-08-07 00:00:00.0,VINCENT K,VINCENT Katie,CAN,CSP
1962,Gold Medal,1,2021-08-07 00:00:00.0,BODONYI D,BODONYI Dora,HUN,CSP
1963,Gold Medal,1,2021-08-07 00:00:00.0,KOZAK D,KOZAK Danuta,HUN,CSP
1964,Gold Medal,1,2021-08-07 00:00:00.0,CSIPES T,CSIPES Tamara,HUN,CSP
1965,Gold Medal,1,2021-08-07 00:00:00.0,KARASZ A,KARASZ Anna,HUN,CSP
1966,Silver Medal,2,2021-08-07 00:00:00.0,LITVINCHUK M,LITVINCHUK Maryna,BLR,CSP
1967,Silver Medal,2,2021-08-07 00:00:00.0,MAKHNEVA M,MAKHNEVA Marharyta,BLR,CSP
1968,Silver Medal,2,2021-08-07 00:00:00.0,PAPOK N,PAPOK Nadzeya,BLR,CSP
1969,Silver Medal,2,2021-08-07 00:00:00.0,KHUDZENKA V,KHUDZENKA Volha,BLR,CSP
1970,Bronze Medal,3,2021-08-07 00:00:00.0,NAJA K,NAJA Karolina,POL,CSP
1971,Bronze Medal,3,2021-08-07 00:00:00.0,PULAWSKA A,PULAWSKA Anna,POL,CSP
1972,Bronze Medal,3,2021-08-07 00:00:00.0,ISKRZYCKA J,ISKRZYCKA Justyna,POL,CSP
1973,Bronze Medal,3,2021-08-07 00:00:00.0,WISNIEWSKA H,WISNIEWSKA Helena,POL,CSP
1974,Gold Medal,1,2021-08-07 00:00:00.0,HANSEN LN,HANSEN Lasse Norman,DEN,CTR
1975,Gold Medal,1,2021-08-07 00:00:00.0,MORKOV M,MORKOV Michael,DEN,CTR
1976,Silver Medal,2,2021-08-07 00:00:00.0,WALLS M,WALLS Matthew,GBR,CTR
1977,Silver Medal,2,2021-08-07 00:00:00.0,HAYTER E,HAYTER Ethan,GBR,CTR
1978,Bronze Medal,3,2021-08-07 00:00:00.0,GRONDIN D,GRONDIN Donavan,FRA,CTR
1979,Bronze Medal,3,2021-08-07 00:00:00.0,THOMAS B,THOMAS Benjamin,FRA,CTR
1980,Gold Medal,1,2021-08-07 00:00:00.0,CAO Y,CAO Yuan,CHN,DIV
1981,Silver Medal,2,2021-08-07 00:00:00.0,YANG J,YANG Jian,CHN,DIV
1982,Bronze Medal,3,2021-08-07 00:00:00.0,DALEY T,DALEY Thomas,GBR,DIV
1983,Gold Medal,1,2021-08-07 00:00:00.0,von ECKERMANN H,von ECKERMANN Henrik,SWE,EQU
1984,Gold Medal,1,2021-08-07 00:00:00.0,BARYARD-JOHNSSON M,BARYARD-JOHNSSON Malin,SWE,EQU
1985,Gold Medal,1,2021-08-07 00:00:00.0,FREDRICSON P,FREDRICSON Peder,SWE,EQU
1986,Silver Medal,2,2021-08-07 00:00:00.0,SPRINGSTEEN J,SPRINGSTEEN Jessica,USA,EQU
1987,Silver Medal,2,2021-08-07 00:00:00.0,KRAUT L,KRAUT Laura,USA,EQU
1988,Silver Medal,2,2021-08-07 00:00:00.0,WARD M,WARD McLain,USA,EQU
1989,Bronze Medal,3,2021-08-07 00:00:00.0,DEVOS P,DEVOS Pieter,BEL,EQU
1990,Bronze Medal,3,2021-08-07 00:00:00.0,GUERY J,GUERY Jerome,BEL,EQU
1991,Bronze Medal,3,2021-08-07 00:00:00.0,WATHELET G,WATHELET Gregory,BEL,EQU
1992,Gold Medal,1,2021-08-07 00:00:00.0,CLAUDINHO,CLAUDINHO,BRA,FBL
1993,Gold Medal,1,2021-08-07 00:00:00.0,SANTOS,SANTOS,BRA,FBL
1994,Gold Medal,1,2021-08-07 00:00:00.0,ANTONY,ANTONY,BRA,FBL
1995,Gold Medal,1,2021-08-07 00:00:00.0,ABNER,ABNER,BRA,FBL
1996,Gold Medal,1,2021-08-07 00:00:00.0,BRENNO,BRENNO,BRA,FBL
1997,Gold Medal,1,2021-08-07 00:00:00.0,FUCHS B,FUCHS Bruno,BRA,FBL
1998,Gold Medal,1,2021-08-07 00:00:00.0,GUIMARAES B,GUIMARAES Bruno,BRA,FBL
1999,Gold Medal,1,2021-08-07 00:00:00.0,DOUGLAS LUIZ,DOUGLAS LUIZ,BRA,FBL
2000,Gold Medal,1,2021-08-07 00:00:00.0,ALVES D,ALVES Dani,BRA,FBL
2001,Gold Medal,1,2021-08-07 00:00:00.0,DIEGO CARLOS,DIEGO CARLOS,BRA,FBL
2002,Gold Medal,1,2021-08-07 00:00:00.0,ARANA G,ARANA Guilherme,BRA,FBL
2003,Gold Medal,1,2021-08-07 00:00:00.0,MENINO G,MENINO Gabriel,BRA,FBL
2004,Gold Medal,1,2021-08-07 00:00:00.0,MARTINELLI G,MARTINELLI Gabriel,BRA,FBL
2005,Gold Medal,1,2021-08-07 00:00:00.0,LUCAO,LUCAO,BRA,FBL
2006,Gold Medal,1,2021-08-07 00:00:00.0,CUNHA M,CUNHA Matheus,BRA,FBL
2007,Gold Medal,1,2021-08-07 00:00:00.0,NINO,NINO,BRA,FBL
2008,Gold Medal,1,2021-08-07 00:00:00.0,MALCOM,MALCOM,BRA,FBL
2009,Gold Medal,1,2021-08-07 00:00:00.0,MATHEUS HENRIQUE,MATHEUS HENRIQUE,BRA,FBL
2010,Gold Medal,1,2021-08-07 00:00:00.0,PAULINHO,PAULINHO,BRA,FBL
2011,Gold Medal,1,2021-08-07 00:00:00.0,RICHARLISON,RICHARLISON,BRA,FBL
2012,Gold Medal,1,2021-08-07 00:00:00.0,REINIER,REINIER,BRA,FBL
2013,Gold Medal,1,2021-08-07 00:00:00.0,GRACA R,GRACA Ricardo,BRA,FBL
2014,Silver Medal,2,2021-08-07 00:00:00.0,ZUBIMENDI M,ZUBIMENDI Martin,ESP,FBL
2015,Silver Medal,2,2021-08-07 00:00:00.0,GIL O,GIL Oscar,ESP,FBL
2016,Silver Medal,2,2021-08-07 00:00:00.0,MINGUEZA O,MINGUEZA Oscar,ESP,FBL
2017,Silver Medal,2,2021-08-07 00:00:00.0,ASENSIO M,ASENSIO Marco,ESP,FBL
2018,Silver Medal,2,2021-08-07 00:00:00.0,CEBALLOS D,CEBALLOS Dani,ESP,FBL
2019,Silver Medal,2,2021-08-07 00:00:00.0,CUCURELLA M,CUCURELLA Marc,ESP,FBL
2020,Silver Medal,2,2021-08-07 00:00:00.0,GIL B,GIL Bryan,ESP,FBL
2021,Silver Medal,2,2021-08-07 00:00:00.0,GONZALEZ P,GONZALEZ Pedri,ESP,FBL
2022,Silver Medal,2,2021-08-07 00:00:00.0,FERNANDEZ A,FERNANDEZ Alvaro,ESP,FBL
2023,Silver Medal,2,2021-08-07 00:00:00.0,TORRES P,TORRES Pau,ESP,FBL
2024,Silver Medal,2,2021-08-07 00:00:00.0,GARCIA E,GARCIA Eric,ESP,FBL
2025,Silver Medal,2,2021-08-07 00:00:00.0,MERINO M,MERINO Mikel,ESP,FBL
2026,Silver Medal,2,2021-08-07 00:00:00.0,MIR R,MIR Rafa,ESP,FBL
2027,Silver Medal,2,2021-08-07 00:00:00.0,MIRANDA J,MIRANDA Juan,ESP,FBL
2028,Silver Medal,2,2021-08-07 00:00:00.0,MONCAYOLA J,MONCAYOLA Jon,ESP,FBL
2029,Silver Medal,2,2021-08-07 00:00:00.0,OLMO D,OLMO Dani,ESP,FBL
2030,Silver Medal,2,2021-08-07 00:00:00.0,OYARZABAL M,OYARZABAL Mikel,ESP,FBL
2031,Silver Medal,2,2021-08-07 00:00:00.0,PUADO J,PUADO Javier,ESP,FBL
2032,Silver Medal,2,2021-08-07 00:00:00.0,SIMON U,SIMON Unai,ESP,FBL
2033,Silver Medal,2,2021-08-07 00:00:00.0,SOLER C,SOLER Carlos,ESP,FBL
2034,Silver Medal,2,2021-08-07 00:00:00.0,VALLEJO J,VALLEJO Jesus,ESP,FBL
2035,Silver Medal,2,2021-08-07 00:00:00.0,VILLAR I,VILLAR Ivan,ESP,FBL
2036,Bronze Medal,3,2021-08-07 00:00:00.0,MARTIN H,MARTIN Henry,MEX,FBL
2037,Bronze Medal,3,2021-08-07 00:00:00.0,MALAGON L,MALAGON Luis,MEX,FBL
2038,Bronze Medal,3,2021-08-07 00:00:00.0,ANGULO R,ANGULO Ricardo,MEX,FBL
2039,Bronze Medal,3,2021-08-07 00:00:00.0,BELTRAN F,BELTRAN Fernando,MEX,FBL
2040,Bronze Medal,3,2021-08-07 00:00:00.0,AGUIRRE E,AGUIRRE Eduardo,MEX,FBL
2041,Bronze Medal,3,2021-08-07 00:00:00.0,AGUIRRE E,AGUIRRE Erick,MEX,FBL
2042,Bronze Medal,3,2021-08-07 00:00:00.0,ALVARADO R,ALVARADO Roberto,MEX,FBL
2043,Bronze Medal,3,2021-08-07 00:00:00.0,ANGULO J,ANGULO Jesus,MEX,FBL
2044,Bronze Medal,3,2021-08-07 00:00:00.0,ANTUNA U,ANTUNA Uriel,MEX,FBL
2045,Bronze Medal,3,2021-08-07 00:00:00.0,CORDOVA S,CORDOVA Sebastian,MEX,FBL
2046,Bronze Medal,3,2021-08-07 00:00:00.0,ESQUIVEL J,ESQUIVEL Joaquin,MEX,FBL
2047,Bronze Medal,3,2021-08-07 00:00:00.0,JURADO S,JURADO Sebastian,MEX,FBL
2048,Bronze Medal,3,2021-08-07 00:00:00.0,LAINEZ D,LAINEZ Diego,MEX,FBL
2049,Bronze Medal,3,2021-08-07 00:00:00.0,LORONA V,LORONA Vladimir,MEX,FBL
2050,Bronze Medal,3,2021-08-07 00:00:00.0,MONTES C,MONTES Cesar,MEX,FBL
2051,Bronze Medal,3,2021-08-07 00:00:00.0,MORA A,MORA Adrian,MEX,FBL
2052,Bronze Medal,3,2021-08-07 00:00:00.0,OCHOA G,OCHOA Guillermo,MEX,FBL
2053,Bronze Medal,3,2021-08-07 00:00:00.0,RODRIGUEZ C,RODRIGUEZ Carlos,MEX,FBL
2054,Bronze Medal,3,2021-08-07 00:00:00.0,ROMO L,ROMO Luis,MEX,FBL
2055,Bronze Medal,3,2021-08-07 00:00:00.0,SANCHEZ J,SANCHEZ Jorge,MEX,FBL
2056,Bronze Medal,3,2021-08-07 00:00:00.0,VASQUEZ J,VASQUEZ Johan,MEX,FBL
2057,Bronze Medal,3,2021-08-07 00:00:00.0,VEGA A,VEGA Alexis,MEX,FBL
2058,Gold Medal,1,2021-08-07 00:00:00.0,KORDA N,KORDA Nelly,USA,GLF
2059,Silver Medal,2,2021-08-07 00:00:00.0,INAMI M,INAMI Mone,JPN,GLF
2060,Bronze Medal,3,2021-08-07 00:00:00.0,KO L,KO Lydia,NZL,GLF
2061,Gold Medal,1,2021-08-07 00:00:00.0,ABALO L,ABALO Luc,FRA,HBL
2062,Gold Medal,1,2021-08-07 00:00:00.0,DESCAT H,DESCAT Hugo,FRA,HBL
2063,Gold Medal,1,2021-08-07 00:00:00.0,FABREGAS L,FABREGAS Ludovic,FRA,HBL
2064,Gold Medal,1,2021-08-07 00:00:00.0,GENTY Y,GENTY Yann,FRA,HBL
2065,Gold Medal,1,2021-08-07 00:00:00.0,GERARD V,GERARD Vincent,FRA,HBL
2066,Gold Medal,1,2021-08-07 00:00:00.0,GUIGOU M,GUIGOU Michael,FRA,HBL
2067,Gold Medal,1,2021-08-07 00:00:00.0,KARABATIC N,KARABATIC Nikola,FRA,HBL
2068,Gold Medal,1,2021-08-07 00:00:00.0,KARABATIC L,KARABATIC Luka,FRA,HBL
2069,Gold Medal,1,2021-08-07 00:00:00.0,LAGARDE R,LAGARDE Romain,FRA,HBL
2070,Gold Medal,1,2021-08-07 00:00:00.0,MAHE K,MAHE Kentin,FRA,HBL
2071,Gold Medal,1,2021-08-07 00:00:00.0,MEM D,MEM Dika,FRA,HBL
2072,Gold Medal,1,2021-08-07 00:00:00.0,NGUESSAN T,NGUESSAN Timothey,FRA,HBL
2073,Gold Medal,1,2021-08-07 00:00:00.0,PORTE V,PORTE Valentin,FRA,HBL
2074,Gold Medal,1,2021-08-07 00:00:00.0,REMILI N,REMILI Nedim,FRA,HBL
2075,Gold Medal,1,2021-08-07 00:00:00.0,RICHARDSON M,RICHARDSON Melvyn,FRA,HBL
2076,Gold Medal,1,2021-08-07 00:00:00.0,TOURNAT N,TOURNAT Nicolas,FRA,HBL
2077,Silver Medal,2,2021-08-07 00:00:00.0,ANDERSSON L,ANDERSSON Lasse,DEN,HBL
2078,Silver Medal,2,2021-08-07 00:00:00.0,GIDSEL M,GIDSEL Mathias,DEN,HBL
